,estimator,mean_score,max_score,std_score,base_estimator__criterion,base_estimator__max_depth,base_estimator__min_samples_leaf,base_estimator__splitter,max_depth,min_samples_leaf,min_score,n_estimators,n_neighbors
217,AdaBoostClassifier,0.23698492962174494,0.25211097708082025,0.024109951842241444,gini,2,4,random,,,0.18941176470588236,3,
295,AdaBoostClassifier,0.22216660783885844,0.25210084033613445,0.026757415933876153,gini,3,4,best,,,0.17647058823529413,15,
292,AdaBoostClassifier,0.2268497276457933,0.25210084033613445,0.01675967684162592,gini,3,4,best,,,0.2023529411764706,9,
220,AdaBoostClassifier,0.19055836261825382,0.2520808561236623,0.045077152911607105,gini,2,4,random,,,0.11176470588235295,9,
72,AdaBoostClassifier,0.22957034541286273,0.25090470446320867,0.024755159623429515,gini,,5,random,,,0.1811764705882353,1,
307,AdaBoostClassifier,0.2179990894537324,0.25090036014405764,0.02829421538403036,gini,3,5,best,,,0.16941176470588235,7,
281,AdaBoostClassifier,0.21473353992817681,0.25089179548156954,0.03662335352220439,gini,3,3,random,,,0.16,3,
155,AdaBoostClassifier,0.2146589519752494,0.25089179548156954,0.03314280698244921,gini,1,5,random,,,0.1716686674669868,7,
143,AdaBoostClassifier,0.21715026528415823,0.25089179548156954,0.03478178520346959,gini,1,4,random,,,0.15764705882352942,15,
27,AdaBoostClassifier,0.2288429613533105,0.25,0.020218516796809794,gini,,2,random,,,0.1952941176470588,7,
282,AdaBoostClassifier,0.2015991311409911,0.25,0.03501696880645923,gini,3,3,random,,,0.1564705882352941,5,
20,AdaBoostClassifier,0.23143788607241533,0.25,0.02173360978935531,gini,,2,best,,,0.19058823529411764,9,
191,AdaBoostClassifier,0.19843569695742533,0.25,0.03054105570909852,gini,2,2,random,,,0.16470588235294117,15,
58,AdaBoostClassifier,0.22537483345076223,0.25,0.013433354467169764,gini,,4,random,,,0.21294117647058824,5,
90,AdaBoostClassifier,0.22256114610405633,0.2497027348394768,0.027847728154615243,gini,1,1,random,,,0.18847539015606243,5,
125,AdaBoostClassifier,0.21783360812152636,0.2497027348394768,0.03276520843933947,gini,1,3,random,,,0.16117647058823528,11,
140,AdaBoostClassifier,0.2295093857767978,0.2497027348394768,0.02208591140516414,gini,1,4,random,,,0.18705882352941178,9,
111,AdaBoostClassifier,0.22700597891692204,0.24851367419738407,0.015851860684803647,gini,1,2,random,,,0.20352941176470588,15,
105,AdaBoostClassifier,0.2191214388852091,0.24851367419738407,0.03874582029260546,gini,1,2,random,,,0.1423529411764706,3,
260,AdaBoostClassifier,0.22502535429808018,0.24849215922798554,0.022114673936363346,gini,3,2,best,,,0.18823529411764706,9,
244,AdaBoostClassifier,0.2283265577759041,0.24849215922798554,0.017948368106722887,gini,3,1,best,,,0.20352941176470588,9,
202,AdaBoostClassifier,0.21041036327552337,0.24849215922798554,0.03015477111747172,gini,2,3,random,,,0.15764705882352942,5,
168,AdaBoostClassifier,0.22427770117206372,0.24757281553398058,0.021207534906233505,gini,2,1,random,,,0.18470588235294116,1,
137,AdaBoostClassifier,0.21293726882635156,0.24757281553398058,0.03425406407850401,gini,1,4,random,,,0.14823529411764705,3,
187,AdaBoostClassifier,0.21123412756470034,0.2473246135552913,0.024449653485629223,gini,2,2,random,,,0.17647058823529413,7,
108,AdaBoostClassifier,0.2292430123653726,0.24728588661037396,0.01897478199047701,gini,1,2,random,,,0.1952941176470588,9,
246,AdaBoostClassifier,0.22368190518345282,0.2460984393757503,0.015434619487773594,gini,3,1,best,,,0.20627261761158022,13,
259,AdaBoostClassifier,0.22743594256130328,0.24607961399276237,0.02699713311288746,gini,3,2,best,,,0.17411764705882352,7,
243,AdaBoostClassifier,0.22743342455053178,0.24607961399276237,0.02646714460453938,gini,3,1,best,,,0.17529411764705882,7,
258,AdaBoostClassifier,0.23000725408234451,0.24607961399276237,0.019546617606263954,gini,3,2,best,,,0.19176470588235295,5,
242,AdaBoostClassifier,0.23000953799234133,0.24607961399276237,0.019648071770143622,gini,3,1,best,,,0.19176470588235295,5,
44,AdaBoostClassifier,0.22659538797252132,0.24607961399276237,0.020363481557523527,gini,,3,random,,,0.19058823529411764,9,
206,AdaBoostClassifier,0.2005609339220919,0.24494649227110582,0.0244792935863104,gini,2,3,random,,,0.17249698431845598,13,
142,AdaBoostClassifier,0.21761483474741555,0.24494649227110582,0.0309199520942653,gini,1,4,random,,,0.16470588235294117,13,
235,AdaBoostClassifier,0.2097644992274931,0.24494649227110582,0.02627206953356647,gini,2,5,random,,,0.17046818727490998,7,
262,AdaBoostClassifier,0.2189721452940756,0.24489795918367346,0.020314568543800534,gini,3,2,best,,,0.18823529411764706,13,
261,AdaBoostClassifier,0.22785062427517394,0.24489795918367346,0.018500000154495995,gini,3,2,best,,,0.19294117647058823,11,
273,AdaBoostClassifier,0.23286160623481864,0.2448733413751508,0.016373082930845734,gini,3,3,best,,,0.2011764705882353,3,
341,KNeighborsClassifier,0.21928584544090826,0.2448733413751508,0.029144947701265356,,,,,,,0.16588235294117648,,2
188,AdaBoostClassifier,0.1897135953147599,0.2437574316290131,0.036441983348646186,gini,2,2,random,,,0.14588235294117646,9,
138,AdaBoostClassifier,0.20672947759726404,0.2437574316290131,0.027870292133604944,gini,1,4,random,,,0.1588235294117647,5,
237,AdaBoostClassifier,0.20153747345419015,0.2436670687575392,0.042614906447106894,gini,2,5,random,,,0.13176470588235295,11,
305,AdaBoostClassifier,0.22784542027329047,0.2436670687575392,0.017046094800359846,gini,3,5,best,,,0.19647058823529412,3,
289,AdaBoostClassifier,0.22928189688533834,0.2436670687575392,0.018133137150551613,gini,3,4,best,,,0.19411764705882353,3,
34,AdaBoostClassifier,0.226404366502423,0.24271844660194175,0.019318017342284676,gini,,3,best,,,0.18941176470588236,5,
215,AdaBoostClassifier,0.22606716576394287,0.24256837098692033,0.014454940470965258,gini,2,4,best,,,0.2011764705882353,15,
238,AdaBoostClassifier,0.1866993390801758,0.24256837098692033,0.0377588882537421,gini,2,5,random,,,0.13027744270205066,13,
139,AdaBoostClassifier,0.19871282225812148,0.24256837098692033,0.03838653362976031,gini,1,4,random,,,0.13411764705882354,7,
245,AdaBoostClassifier,0.22877967889345405,0.2424969987995198,0.015031176991023704,gini,3,1,best,,,0.2011764705882353,11,
263,AdaBoostClassifier,0.2181966409409637,0.2424969987995198,0.017644666671542023,gini,3,2,best,,,0.2014475271411339,15,
94,AdaBoostClassifier,0.2038232472449517,0.24150485436893204,0.031004957966703904,gini,1,1,random,,,0.14823529411764705,13,
153,AdaBoostClassifier,0.21994370668478594,0.24150485436893204,0.016103211296756112,gini,1,5,random,,,0.19176470588235295,3,
122,AdaBoostClassifier,0.21176330595326148,0.2413793103448276,0.025387470884300913,gini,1,3,random,,,0.17647058823529413,5,
230,AdaBoostClassifier,0.2229921340509568,0.2413793103448276,0.018168060441083867,gini,2,5,best,,,0.18941176470588236,13,
197,AdaBoostClassifier,0.2244659157966648,0.2413793103448276,0.01961973521565776,gini,2,3,best,,,0.18705882352941178,11,
198,AdaBoostClassifier,0.22422319735006288,0.2413793103448276,0.01948958546818876,gini,2,3,best,,,0.18705882352941178,13,
18,AdaBoostClassifier,0.21948610536770058,0.24029126213592233,0.021082532380152053,gini,,2,best,,,0.18,5,
74,AdaBoostClassifier,0.22442534023240218,0.24029126213592233,0.013031624894153725,gini,,5,random,,,0.21008403361344538,5,
26,AdaBoostClassifier,0.22618213190859437,0.24029126213592233,0.019163059635211144,gini,,2,random,,,0.18823529411764706,5,
314,AdaBoostClassifier,0.2092505021817929,0.24029126213592233,0.025860273599654003,gini,3,5,random,,,0.17176470588235293,5,
64,AdaBoostClassifier,0.22071867149915053,0.24029126213592233,0.023853675836016393,gini,,5,best,,,0.17411764705882352,1,
214,AdaBoostClassifier,0.22323567248447596,0.24019024970273484,0.018130105542151786,gini,2,4,best,,,0.18941176470588236,13,
229,AdaBoostClassifier,0.22276174625149317,0.24019024970273484,0.018403143086086104,gini,2,5,best,,,0.18823529411764706,11,
218,AdaBoostClassifier,0.2170635159321593,0.24009603841536614,0.018524348485769147,gini,2,4,random,,,0.1938168846611177,5,
124,AdaBoostClassifier,0.21388768310913014,0.24004825090470447,0.021410514729746588,gini,1,3,random,,,0.1872749099639856,9,
49,AdaBoostClassifier,0.21920748688578318,0.24004825090470447,0.01580500704893697,gini,,4,best,,,0.19976218787158145,3,
231,AdaBoostClassifier,0.22438694192354566,0.2390011890606421,0.013506713322949367,gini,2,5,best,,,0.2011764705882353,15,
199,AdaBoostClassifier,0.22398286721087285,0.2390011890606421,0.018638273735641926,gini,2,3,best,,,0.18823529411764706,15,
324,DecisionTreeClassifier,0.22120295022338912,0.2388419782870929,0.025059812554812218,,,,,,5,0.17176470588235293,,
157,AdaBoostClassifier,0.20829943793171943,0.23786407766990292,0.030517720860255188,gini,1,5,random,,,0.15529411764705883,11,
57,AdaBoostClassifier,0.21609162887323477,0.23786407766990292,0.02008888306311178,gini,,4,random,,,0.18823529411764706,3,
107,AdaBoostClassifier,0.2148051582713449,0.23786407766990292,0.021963341404326982,gini,1,2,random,,,0.1752701080432173,7,
275,AdaBoostClassifier,0.20927659048814218,0.23781212841854935,0.02712162754569183,gini,3,3,best,,,0.17411764705882352,7,
65,AdaBoostClassifier,0.21842476287263946,0.2376357056694813,0.012547845318177,gini,,5,best,,,0.2,3,
119,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,3,best,,,0.17058823529411765,15,
129,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,4,best,,,0.17058823529411765,3,
85,AdaBoostClassifier,0.2118529439246429,0.2366504854368932,0.022617090541086144,gini,1,1,best,,,0.17058823529411765,11,
86,AdaBoostClassifier,0.2118529439246429,0.2366504854368932,0.022617090541086144,gini,1,1,best,,,0.17058823529411765,13,
87,AdaBoostClassifier,0.2118529439246429,0.2366504854368932,0.022617090541086144,gini,1,1,best,,,0.17058823529411765,15,
92,AdaBoostClassifier,0.21665719068584838,0.2366504854368932,0.02244423791651227,gini,1,1,random,,,0.18235294117647058,9,
117,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,3,best,,,0.17058823529411765,11,
118,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,3,best,,,0.17058823529411765,13,
130,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,4,best,,,0.17058823529411765,5,
116,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,3,best,,,0.17058823529411765,9,
115,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,3,best,,,0.17058823529411765,7,
114,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,3,best,,,0.17058823529411765,5,
247,AdaBoostClassifier,0.2173043723229186,0.2366504854368932,0.016638721185484984,gini,3,1,best,,,0.19294117647058823,15,
113,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,3,best,,,0.17058823529411765,3,
84,AdaBoostClassifier,0.2118529439246429,0.2366504854368932,0.022617090541086144,gini,1,1,best,,,0.17058823529411765,9,
205,AdaBoostClassifier,0.20391119113698605,0.2366504854368932,0.02515741449995758,gini,2,3,random,,,0.1716686674669868,11,
131,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,4,best,,,0.17058823529411765,7,
158,AdaBoostClassifier,0.2090681658397057,0.2366504854368932,0.0330550132044171,gini,1,5,random,,,0.14470588235294118,13,
16,AdaBoostClassifier,0.20947513188435055,0.2366504854368932,0.022489154678397315,gini,,2,best,,,0.1811764705882353,1,
151,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,5,best,,,0.17058823529411765,15,
150,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,5,best,,,0.17058823529411765,13,
83,AdaBoostClassifier,0.2118529439246429,0.2366504854368932,0.022617090541086144,gini,1,1,best,,,0.17058823529411765,7,
149,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,5,best,,,0.17058823529411765,11,
148,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,5,best,,,0.17058823529411765,9,
147,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,5,best,,,0.17058823529411765,7,
146,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,5,best,,,0.17058823529411765,5,
145,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,5,best,,,0.17058823529411765,3,
134,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,4,best,,,0.17058823529411765,13,
133,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,4,best,,,0.17058823529411765,11,
82,AdaBoostClassifier,0.2118529439246429,0.2366504854368932,0.022617090541086144,gini,1,1,best,,,0.17058823529411765,5,
132,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,4,best,,,0.17058823529411765,9,
135,AdaBoostClassifier,0.21232856818148002,0.2366504854368932,0.022807124137374055,gini,1,4,best,,,0.17058823529411765,15,
40,AdaBoostClassifier,0.21588124294343505,0.23662306777645659,0.024456716987019008,gini,,3,random,,,0.16941176470588235,1,
154,AdaBoostClassifier,0.21423752211759428,0.23662306777645659,0.02807646341048936,gini,1,5,random,,,0.16,5,
24,AdaBoostClassifier,0.21278306845530176,0.23642943305186973,0.020972988320196312,gini,,2,random,,,0.18235294117647058,1,
251,AdaBoostClassifier,0.2044433117452109,0.23642943305186973,0.028590350680919304,gini,3,1,random,,,0.15176470588235294,7,
19,AdaBoostClassifier,0.21782431035409075,0.23642943305186973,0.022381800184167838,gini,,2,best,,,0.17647058823529413,7,
219,AdaBoostClassifier,0.2016418412722229,0.23543400713436385,0.02217262590091579,gini,2,4,random,,,0.16705882352941176,7,
48,AdaBoostClassifier,0.2178440961690339,0.23522316043425814,0.024478011633824508,gini,,4,best,,,0.16941176470588235,1,
276,AdaBoostClassifier,0.21433776676565647,0.23522316043425814,0.011624701256397776,gini,3,3,best,,,0.2,9,
121,AdaBoostClassifier,0.2072568333336288,0.2342449464922711,0.027132238189695575,gini,1,3,random,,,0.16705882352941176,3,
269,AdaBoostClassifier,0.19874903815587647,0.2342449464922711,0.023491450804978813,gini,3,2,random,,,0.16470588235294117,11,
300,AdaBoostClassifier,0.18017365201388377,0.2342233009708738,0.03220165525744286,gini,3,4,random,,,0.14595898673100122,9,
25,AdaBoostClassifier,0.2065290911445942,0.2342233009708738,0.0179831630651167,gini,,2,random,,,0.18,3,
342,KNeighborsClassifier,0.211584899522293,0.23305588585017836,0.02484450721599967,,,,,,,0.16470588235294117,,3
343,KNeighborsClassifier,0.21464447138528228,0.23305588585017836,0.018951540683450674,,,,,,,0.1811764705882353,,4
322,DecisionTreeClassifier,0.1989525124407794,0.23281061519903498,0.025449390591876984,,,,,,3,0.1588235294117647,,
267,AdaBoostClassifier,0.1933719309060171,0.23281061519903498,0.03569508845015347,gini,3,2,random,,,0.13925570228091236,7,
89,AdaBoostClassifier,0.21215349798087618,0.2318668252080856,0.016019401806565834,gini,1,1,random,,,0.18823529411764706,3,
321,DecisionTreeClassifier,0.21179626439598076,0.2316043425814234,0.01595392026388271,,,,,,2,0.18470588235294116,,
266,AdaBoostClassifier,0.21170937790386218,0.23067776456599287,0.01800097660102701,gini,3,2,random,,,0.1872749099639856,5,
299,AdaBoostClassifier,0.1997575116263463,0.23058252427184467,0.03716581341195583,gini,3,4,random,,,0.12705882352941175,7,
283,AdaBoostClassifier,0.20193760751376494,0.2304921968787515,0.0232636900193546,gini,3,3,random,,,0.16470588235294117,7,
171,AdaBoostClassifier,0.19958370794431998,0.2304921968787515,0.030594634603381885,gini,2,1,random,,,0.1588235294117647,7,
278,AdaBoostClassifier,0.210456892127517,0.2294887039239001,0.01258565234516807,gini,3,3,best,,,0.19647058823529412,13,
190,AdaBoostClassifier,0.20210358112154717,0.2294887039239001,0.016676103310294094,gini,2,2,random,,,0.1811764705882353,13,
