,estimator,mean_score,max_score,std_score,alpha,hidden_layer_sizes,max_iter,random_state,solver,min_score
446,MLPClassifier,0.3497295707461424,0.386734693877551,0.026661693824952832,1e-09,14,7,0,lbfgs,0.3129459734964322
246,MLPClassifier,0.3497295707461424,0.386734693877551,0.026661693824952832,1e-05,14,7,0,lbfgs,0.3129459734964322
219,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,1e-05,11,9,1,lbfgs,0.2803261977573904
19,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,0.1,11,9,1,lbfgs,0.2803261977573904
319,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,1e-07,11,9,1,lbfgs,0.2803261977573904
269,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,1e-06,11,9,1,lbfgs,0.2803261977573904
119,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,0.001,11,9,1,lbfgs,0.2803261977573904
419,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,1e-09,11,9,1,lbfgs,0.2803261977573904
369,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,1e-08,11,9,1,lbfgs,0.2803261977573904
169,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,0.0001,11,9,1,lbfgs,0.2803261977573904
69,MLPClassifier,0.3395484150021052,0.37934560327198363,0.0332186250713844,0.01,11,9,1,lbfgs,0.2803261977573904
364,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,1e-08,11,5,0,lbfgs,0.3292433537832311
64,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,0.01,11,5,0,lbfgs,0.3292433537832311
14,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,0.1,11,5,0,lbfgs,0.3292433537832311
214,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,1e-05,11,5,0,lbfgs,0.3292433537832311
114,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,0.001,11,5,0,lbfgs,0.3292433537832311
164,MLPClassifier,0.35544200457241487,0.37716615698267075,0.01634150872034914,0.0001,11,5,0,lbfgs,0.3292433537832311
